sample_id,mitochondria_background_signal_heterogeneity,median_mitochondria_object_area,background_noise_robust_snr,background_mito_signal_contamination_index,mitochondria_intensity_variance_across_radial_shells,nucleus_to_mitochondria_intensity_ratio,mitochondria_length_to_width_variability,mitochondria_network_compactness,mitochondrial_radial_anisotropy_index,mitochondria_neighbor_intensity_variogram_slope,mitochondria_local_autocorrelation_length,mitochondria_length_width_skewness,mito_clustered_vs_isolated_object_fraction,mitochondria_background_contrast_ratio,mitochondria_local_texture_anisotropy,intra_cell_mitochondria_cluster_coefficient,mitochondria_intensity_gini_inside_cell,mitochondria_to_background_intensity_contrast,perinuclear_mitochondria_fraction,mito_perimeter_intensity_gradient_mean,mitochondria_intensity_entropy_within_cell,mitochondria_area_fraction_in_perinuclear_band,intra_cell_mito_intensity_variogram_slope,mitochondria_intensity_entropy,intra_cell_mitochondria_clusteredness,mitochondria_radial_compactness_gradient,mitochondrial_network_fragmentation_score,background_mito_signal_to_noise,mito_intensity_geodesic_variation,mitochondria_network_continuity_score,mitochondria_polarization_toward_niche_side,mitochondria_long_tubule_fraction,elongated_mito_fraction_by_aspect_ratio,mitochondria_size_intensity_correlation,mitochondrial_area_fraction,mitochondria_intensity_weighted_eccentricity_variance,per_mitochondrion_intensity_skewness_mean,mitochondria_neighbor_intensity_autocorrelation,mitochondria_network_spatial_entropy,mitochondria_perimeter_to_area_ratio_mean,mitochondria_to_cell_intensity_dynamic_range_ratio,mito_intensity_autocorrelation_length,mitochondria_spatial_polarization_score,mitochondria_radial_distribution_entropy,mitochondria_texture_anisotropy_glcm,mitochondria_clusteredness_by_nearest_neighbor,mitochondria_local_entropy_mean
old_20210423_dish2_c2_1_r1,,241.0,,0.4538553394358704,0.0045137079432606,0.2238143977973546,0.024541808617115,0.3068234425074542,0.9469049507022412,,19.629518816380394,-0.1316332978490566,0.4285714285714285,1.0481263433744363,0.9788970351219176,0.7142857142857143,0.3282341267504982,-0.0778720947839804,0.1334211104578065,2313.691650390625,5.364077639217567,0.1113783255674131,1.583973878296082,3.4464023010406506,1.067215457477177,-0.0575376134609147,0.0029289111976392,298.25976389722854,0.0243065101571772,0.083506617286079,-0.1403815812962029,0.0,0.35,0.1582629395684626,0.0998728176667822,0.0008625526234528,-0.4618883993293888,0.2764882241097566,0.9202327897620164,0.2264763290702954,0.5804863586652057,110.9426073510416,0.1964312708406503,2.3024884516283404,0.5448669772912977,0.579140763424442,1.7745524644851685
old_20210423_dish2_c2_2_r1,,249.5,,0.3768714856461709,0.0072107226587831,0.1744123026777039,0.1626335675954818,0.3484405117531056,1.1324564301289777,,16.392936688938054,0.5634409923238821,0.0,1.100600354510607,0.990806758403778,0.6666666666666666,0.3146008940131803,-0.0226083631336639,0.1398183683124956,2565.263427734375,5.364373980976417,0.1075892857142856,1.564392859579816,2.8577739526542087,1.099875452985803,0.0410505999341782,0.0013471523531873,435.3836637344886,0.0208298825456812,0.2261063730414673,0.1706575783350134,0.0,0.3571428571428571,0.3264041004615242,0.0707688750144525,0.0399033586768109,-0.2513480860393749,0.4999999999999993,0.8858827417621431,0.2084773674484397,0.6275376103523065,103.0783854415496,0.0671017547495565,2.2854231693091247,0.5178813971174284,0.5124045058613034,1.950931429862976
old_20210423_dish2_c3_1_r1,1113.4326,362.0,,0.3444222665524933,0.0094850435853004,0.2802543061816918,0.4040652016282081,0.3846214649858183,1.9914847651372451,695133.4492224918,18.739830914263035,0.8749808406477322,0.5833333333333334,0.888792558265874,0.9817854762077332,0.696969696969697,0.3460445163137233,-0.1718792170595865,0.0547078361937089,2765.22900390625,5.339757237527705,0.0620453572956782,1.6865401960213264,2.457501890758513,1.1963355454122797,-0.1798522025818973,0.0013278698281214,633.3464696375859,0.0196693121338605,0.1736040461017617,-0.154853279359879,0.0,0.2222222222222222,0.6669940683401326,0.0649647358076078,0.0,-0.1419679013596225,0.4301862871545828,0.8941964103773882,0.1540107742505321,0.4176935932255943,175.2443454407493,0.1481787111311967,2.349069892335943,0.515846087443359,0.505598559412662,1.8105943202972412
old_20210423_dish2_c3_2_r1,,186.0,,0.2598067915500727,0.0064773084595799,0.7561475409282679,0.2884962653875351,0.6420176435133639,0.9335562934586316,-1003598.3298966888,21.959675591981902,-0.1289814065897964,0.2142857142857142,1.119110308263437,0.9823961853981018,0.5925925925925926,0.2977244692755163,0.0274229608589488,0.1264096889239486,2028.8255615234375,5.336990139943687,0.121080877506826,1.6428572149425242,2.156832755599316,1.3570580154431695,-0.3585277914868074,0.000861644006649,137.5960820184586,0.0178173635715469,0.4552375066636083,0.0,0.0,0.25,0.2617222421121895,0.0545912822291594,0.0,-0.3824137520598197,-0.3606633398063789,0.9217726771220144,0.3037479436608009,0.6128925393528836,113.20534261413104,0.0841820678359008,2.256525452821303,0.5726634958587855,0.5590877751824244,1.6343929767608645
old_20210423_dish2_c4_1_r1,713.1306,202.0,,0.2715782281631088,0.0022993865422904,0.5612047368980637,,0.3097558058596854,1.1785582980868354,36367.08696090956,13.499140497324897,1.1737782582370084,0.3333333333333333,0.8578808781589119,0.9852402806282043,0.5333333333333333,0.2929315624850042,-0.1182080930919689,0.0891529653077984,2193.25634765625,5.299663597915458,0.0626506024096385,1.772216399986252,1.9879594330240429,1.561500147417457,-0.4037245650228305,0.0009449315627769,127.7485070621282,0.0129680424234016,0.1483330153245872,-0.050377696047547,0.0,0.4,0.5920499745420159,0.0432142444213203,0.0,-0.3329576336937252,0.0,0.8940628141204757,0.4945138101657367,0.1254076694724437,68.66369838672597,0.0528842831180915,2.2426396439711973,0.5396208352494744,0.4311828017529284,2.1577351093292236
old_20210423_dish2_c4_2_r1,783.5541,291.0,,0.3968885021222382,0.0056747538037598,0.8796927507556703,0.4514032492876053,0.7287666903415814,0.7588030012474214,,17.689504936651932,0.8443419629835992,0.2142857142857142,0.9462177189091364,0.9628342986106871,0.4242424242424242,0.3279855379902541,-0.0482654455087698,0.1512468883102712,1549.856689453125,5.23226192654797,0.0914709517923362,1.2690431548532597,3.357824419486249,1.117297862600624,-0.2742671532870535,0.0008084981157799,277.02292423184065,0.025495268178954,0.1665434884537875,-0.0827787009618615,0.0,0.0714285714285714,0.3308001909844363,0.0831032489305122,0.0166122839270245,-0.5338349461330787,-0.3292084414294246,0.9460154308465244,0.2595473853237451,0.7112417435172024,181.65571198845268,0.0256395269301095,2.2709082434904304,0.5116648057516849,0.4999812813179848,1.6962580680847168
old_20210423_dish2_c5_r1,993.342,178.0,,0.4049977341616496,0.0023011211305856,0.6630737359575921,,0.7198890678462718,0.9123600262418547,145432.58469207413,26.43614691617561,2.0076067857421025,0.4117647058823529,1.0276221858174857,0.9851722121238708,0.6153846153846154,0.3079095348171998,-0.0011579534848815,0.0260095166472043,2403.2119140625,5.220280313982846,0.121031991744066,1.3964927427179576,2.9441047909555698,1.0573363054107614,-0.3998528503601508,0.0003103330621306,1064.7954846303182,0.0199290596049082,0.7642679900744407,0.0982959378150201,0.0,0.25,0.1911069009460133,0.1001595560180367,0.0071914253975096,-0.5015303357431191,0.1323137520966391,0.9212347427110416,0.2921279095713159,0.6142290046859139,201.8577502387025,0.0755629908834678,2.2306308461383995,0.584079386396973,0.7622154691858529,1.4814764261245728
old_20210423_dish2_c6_r1,727.9566,198.0,789.7161754444697,0.475406187349721,0.0035750155802816,0.0555308257227319,0.9643050187826157,1.089814445621708,0.9704546413688088,413022.1455887725,17.00472494166483,0.7651678363282157,0.7857142857142857,0.9959177400594518,0.97392600774765,0.6969696969696969,0.3316714706374419,-0.0627227822293348,0.1355587958289121,1595.96875,5.257846757196424,0.1120919387075283,1.3344727648955492,3.700444643102373,1.0150932872466771,0.0897721250537525,0.0027804904630937,152.83165585815584,0.021125788737394,0.118426618399737,0.0680409150965073,0.0,0.4,0.1380078210659895,0.0945482506728181,0.0059477845302713,-0.4331414437155019,-0.030947161955132,0.9294790906169742,0.2983443267796057,0.8078132760969986,171.96351564803948,0.1542491054837834,1.8258467535821912,0.5054073132501548,0.6036901716114009,1.768845796585083
old_20210423_dish2_c7_r1,1074.1437,272.5,,0.4421125660877536,0.0003581848577596,0.4343508801982177,,0.6880258394878487,1.580463351039176,-96946.30747150972,17.70653970155036,0.3792024305449751,0.5714285714285714,0.9560574742358116,0.9850130081176758,0.4074074074074074,0.3249806911384811,-0.0400020564187457,0.0537175651312469,2220.68408203125,5.340146105815353,0.0790289952798381,1.4592668903353443,3.0890078013170186,1.153302057095586,-0.0715028334899947,0.0027269133397977,696.9172854838033,0.0222045599408316,0.2750716332378219,0.0,0.0,0.5,0.242372342357177,0.0875291941264886,0.0079509905599987,-0.174006865903249,0.0001192538265253,0.925572430411452,0.2438141541821899,0.3492799022903821,115.5128504140594,0.0401534967370031,2.1765095646236974,0.5290840595559546,0.4820391488889705,1.906669855117798
old_20210423_dish2_c8_r1,,252.0,,0.4233877804542255,0.0073110684752464,0.7666591306863358,,0.5146144224096538,0.6653698659341061,,23.578116419926655,0.6389099437286857,0.0,1.2546542968381835,0.9850671887397766,0.9166666666666666,0.296962451335713,0.0811877552843847,0.0530434789986919,2513.4541015625,5.360355066953422,0.12,1.308343800333424,3.105361237545366,1.1648159230441628,-0.3544857969726863,0.0003161149528295,613.8303319736519,0.0228115242875844,0.3958974358974355,0.0780879383127653,0.0,0.4,-0.2136944789864908,0.1116385158739818,0.0024185358229097,-0.3542292947813259,0.0566546786558661,0.9201757305991652,0.2462384857833663,1.0279869070439835,183.0174649119855,0.149083066662255,2.165838130947697,0.5335941557991386,0.7096529988787498,1.560666799545288
old_20210423_dish2_c9_r1,1024.4766,230.0,,0.3464350286654795,0.0018116425490006,1.131632733186728,0.3681250967502594,0.3746356332472724,1.308537773197138,,14.362080781739325,0.4398263222439134,0.4166666666666667,0.9468743595527134,0.9796205759048462,0.3333333333333333,0.2958505464600858,-0.1160395771476906,0.0780684871970816,2710.114501953125,5.305974448614622,0.0547348026156454,1.449763787910423,2.588756797150614,1.1987966141465822,-0.3269067171019387,0.0003470391664225,535.7701942301622,0.0182756506421082,0.1849579452588715,0.0,0.0,0.3846153846153846,0.285980184175361,0.078868247782854,0.0036202558875337,-0.3327006147931518,-0.376499368623938,0.9352469592486966,0.2724577533411643,0.4745897430118258,112.9783484881768,0.0531879837706612,2.275605677232307,0.5987563595197177,0.4724129369987017,1.9424619674682615
old_20210423_dish3_c10_1_r1,,200.0,,0.3011029162797819,0.0002777395420707,0.7235942891451658,0.2404948252916336,1.0123096061960597,0.9895979626664964,,21.05763935472136,-0.0828967091285303,0.0,1.0635562005668897,0.9827117919921876,0.7777777777777777,0.2775400785254067,-0.0038116357923025,0.1278295976488945,2074.977783203125,5.334918491711966,0.1206506364922206,1.484913383735181,2.6295980300097037,1.1778927845183045,-0.5511159146130324,0.0015964116253749,538.6473172701493,0.0177223892268051,0.2696304228902901,0.3922852875084005,0.0,0.0,0.2960693732355897,0.0734142675453809,0.0034051489572759,-0.4290216873318106,-0.288665607692622,0.950768787560616,0.2651897424775563,1.1082507900288163,100.62757300085184,0.070382381252306,2.1806369679435216,0.5754530688767018,0.4264018989578784,1.665123701095581
old_20210423_dish3_c10_2_r1,,196.0,,0.2738388314234499,0.0008382527157664,0.17282127029601,,0.7249673330866012,1.1524977323597905,,15.106321560446782,0.1646720574193172,0.0,0.9467687744235036,0.9785395264625548,0.7916666666666666,0.2755903685805121,-0.0977661689804159,0.0904183510068841,2276.233642578125,5.202378236807303,0.0939100739897552,1.6591287820371323,2.3279716581711365,1.1282604510560308,-0.2503011829417546,0.0006636468699003,419.08335797105434,0.0180077518041213,0.3758526174418986,-0.4586677797379032,0.0,0.5454545454545454,0.6035833615784904,0.063281304197017,0.0,-0.3050161354264717,0.4992799257959275,0.91771298344576,0.2845177968644229,0.429411395788578,126.81784627453456,0.1161324634675226,2.25223492835285,0.4697486456658807,0.4580966834755752,1.7342904806137085
old_20210423_dish3_c11_r1,744.2651999999999,206.5,,0.4424047727909679,0.0028568031266331,1.0058283615414567,,0.6549030319193961,0.6763505634350052,,15.820925855100803,0.5386705027722418,0.1538461538461538,0.9763937334741256,0.9720037579536438,0.2424242424242424,0.2530122852770666,-0.1054045696073167,0.118046811367177,1806.963134765625,5.263151392558939,0.1089894703756089,1.3113142957455928,3.5417094001651823,0.993164522518453,-0.2781007441409636,0.0044809655139366,458.6535884422188,0.0245844860711107,0.1163979553527081,-0.0802346506426411,0.0416666666666666,0.32,0.3113944084650097,0.1195143947277141,0.0272595829602152,-0.4090534570871105,-0.3296169685673357,0.9522049733448186,0.2655485935588684,0.5949174965703286,124.57848522172432,0.1659595802918721,2.1135909543096387,0.5014651643114679,0.5192680259343563,1.7188117504119873
old_20210423_dish3_c12_r1,,230.0,,0.4096209912252102,0.0096112797036767,0.2866861029927331,0.7086271934509277,0.3748583420766359,1.0060313919281847,,19.04478897501802,1.0287704230124262,0.3333333333333333,0.952507622520938,0.990833044052124,0.3333333333333333,0.2848906017674428,-0.0868012689670977,0.1121836840317909,2715.898681640625,5.344510626836122,0.0877106856488299,1.3244762879522691,2.837785167447048,1.1135979903584965,-0.1463567005411562,0.0016141636406483,460.5646450607281,0.0192557090919756,0.8132780082987541,-0.1563756799185147,0.0,0.4615384615384615,0.0351306127085724,0.0875754422476586,0.0378067216983536,-0.2903654690971036,0.1762315356517468,0.916294747081962,0.3037009908383612,0.7271367714533072,150.56130417298343,0.1906821113208527,2.336374982985519,0.528766093982339,0.5649907995956055,1.787538766860962
old_20210423_dish3_c13_r1,,165.0,,0.254200604722921,0.0051275631412863,0.3260021632747056,0.2410261048078537,0.6905272018032581,0.9870493583197518,,19.924952347827677,0.2739627477011078,0.5714285714285714,0.8583780077041068,0.9925638437271118,0.3999999999999999,0.323728507414027,-0.150444826243938,0.0713650111786595,3370.68359375,5.384871171689918,0.0859325270528325,1.40321472901182,1.9908871570727589,1.322753013043892,-0.3782181525450321,0.0008711988498364,223.7959590454812,0.0146376981602397,0.7786713682355273,0.1853045719926075,0.0,0.5,0.4622318467804973,0.0407862180598913,0.0,-0.2096064966562645,0.4732054740659874,0.8855616236109761,0.2613250732671088,0.5620573988431152,163.59466363814633,0.1275509165094232,2.2637576794341117,0.5959553247054683,0.5430634373232704,1.8519349098205569
old_20210423_dish3_c14_r1,,125.5,,0.3108523283667446,0.0024045668542385,0.1161570218937683,0.3468925621390342,0.8562658709767053,1.0519235249674268,,15.072985869436875,0.3589031186920873,0.0,1.1043505223351966,0.9896719455718994,0.7142857142857144,0.3136708343999328,-0.0252688569374319,0.0921299546113214,3792.273681640625,5.337022863614818,0.0998810939357907,1.5625016413440371,1.8226749351587264,1.456902390029664,-0.3882760462226239,0.0004852918789216,466.5225149087649,0.0146294679654311,0.2636703415981339,0.0578313355804771,0.0,0.3333333333333333,0.5891743843263593,0.0422615331252167,0.0011302352374632,-0.3757061384614869,-0.4999999999999999,0.8884130974234058,0.2754778827035138,0.2479907014684762,92.54858065581854,0.2306164190393008,2.061311154375016,0.5067512640115641,0.5306462824696151,1.855306625366211
old_20210423_dish3_c15_r1,,153.0,,0.3289826259547945,0.0032262920867651,0.3425533753701656,,0.9110046221937408,0.9328335242205544,,17.450591213271547,0.9739253330354242,0.0,1.0264453991093274,0.983679473400116,0.6666666666666666,0.3403018206028854,-0.1590775302943861,0.1531302917148871,2761.56689453125,5.381603214112662,0.1180788590604026,1.716110670007322,2.1020155926662,1.3920832864344928,0.0555220103605385,0.0006785214732048,398.45524935839035,0.0159196800537506,0.1128342811276112,-0.1337366903981854,0.0,0.1875,0.240995329120936,0.0449809226500173,0.0085282150007118,-0.3605251129966004,0.0,0.8674793151070638,0.2923320239982163,0.3704361232252547,78.2365686414795,0.2811602037683374,2.113148182361368,0.5446691512561245,0.4997380960888806,1.8116333484649656
old_20210423_dish3_c16_r1,,152.0,,0.2363543478096449,0.0063027716241776,1.185113043395818,,0.8992704725188838,0.4409522714677938,,18.26186289308306,1.0389140481385093,0.1538461538461538,1.0718570441381552,0.9693779945373536,0.5454545454545454,0.26921177476032,-0.0258597618899617,0.1207046645584065,2007.9256591796875,5.275590193992606,0.1207688382377955,1.2170472991272372,2.3103266545351016,1.2782287376658272,-0.4072424697947582,0.0006885467868781,286.65841277526516,0.0208417196361636,0.1237208768109831,0.0328226068968414,0.0,0.2,0.1503218409117478,0.0562145912822291,1.232595164407831e-32,-0.3193710071135631,0.3379526362567476,0.9329218194028508,0.2638072120425319,0.8872835550596313,141.89162173656243,0.0484368419342637,2.2316523396256738,0.5447022696189646,0.6685378368539142,1.522424817085266
old_20210423_dish3_c1_r1,1246.8665999999998,204.0,588.4624928894882,0.4744782302450966,0.0010601895628497,1.0707418118447007,,0.7385634078486972,1.171877621646725,-312201.20821920724,22.999711799885784,0.0208175973593859,0.4,0.996030435648932,0.9811420440673828,0.6296296296296297,0.3136389348490529,-0.0893934946425155,0.0877345652900375,2697.1396484375,5.3893513316414925,0.0895875867701102,1.3833341966129271,3.092196102293997,1.102714311831349,-0.1667144549876643,0.0009296014187516,210.6284559068077,0.0174758140419003,0.1886197382106856,0.0948759345598118,0.0,0.4705882352941176,-0.1376919406325145,0.0882090415076887,0.0018713960770069,-0.4598110973613866,-0.0149402182299003,0.9032187144700412,0.188779444338861,0.5574369542583456,122.9104372051263,0.0794525716899616,2.212443583370563,0.4847215361145192,0.5432368313702588,1.7768220901489258
old_20210423_dish3_c2_r1,796.1562,201.0,,0.4352988082722457,0.0083948476240038,0.4882824613043651,0.2346813265800476,0.8428557527237508,0.6175301144124001,-72034.87820708881,22.159397653063177,1.6529063091127465,0.2222222222222222,0.9947924104362696,0.9804875254631042,0.3333333333333332,0.3065151077687462,-0.0761828564636595,0.1559469972090173,1995.7108154296875,5.365147913213539,0.1148600653501917,1.4639078152551357,3.1518510226791787,1.1088891131991483,-0.0949600925378687,0.0012498267503012,378.3892255507611,0.021115572212811,0.276334603929749,-0.156276382938508,0.0,0.2941176470588235,0.0778555398418836,0.0984899988437969,0.010208811106483,-0.3862338327845707,-0.0308177188761935,0.920821657353699,0.1891313432986787,0.931488909113383,135.04689525592622,0.0849753795201748,2.3314188290956617,0.539507867375382,0.5878216960021717,1.7020635604858398
