sample_id,Group,mitochondria_background_signal_heterogeneity,median_mitochondria_object_area,background_noise_robust_snr,background_mito_signal_contamination_index,mitochondria_intensity_variance_across_radial_shells,nucleus_to_mitochondria_intensity_ratio,mitochondria_length_to_width_variability,mitochondria_network_compactness,mitochondrial_radial_anisotropy_index,mitochondria_neighbor_intensity_variogram_slope,mitochondria_local_autocorrelation_length,mitochondria_length_width_skewness,mito_clustered_vs_isolated_object_fraction,mitochondria_background_contrast_ratio,mitochondria_local_texture_anisotropy,intra_cell_mitochondria_cluster_coefficient,mitochondria_intensity_gini_inside_cell,mitochondria_to_background_intensity_contrast,perinuclear_mitochondria_fraction,mito_perimeter_intensity_gradient_mean,mitochondria_intensity_entropy_within_cell,mitochondria_area_fraction_in_perinuclear_band,intra_cell_mito_intensity_variogram_slope,mitochondria_intensity_entropy,intra_cell_mitochondria_clusteredness,mitochondria_radial_compactness_gradient,mitochondrial_network_fragmentation_score,background_mito_signal_to_noise,mito_intensity_geodesic_variation,mitochondria_network_continuity_score,mitochondria_polarization_toward_niche_side,mitochondria_long_tubule_fraction,elongated_mito_fraction_by_aspect_ratio,mitochondria_size_intensity_correlation,mitochondrial_area_fraction,mitochondria_intensity_weighted_eccentricity_variance,per_mitochondrion_intensity_skewness_mean,mitochondria_neighbor_intensity_autocorrelation,mitochondria_network_spatial_entropy,mitochondria_perimeter_to_area_ratio_mean,mitochondria_to_cell_intensity_dynamic_range_ratio,mito_intensity_autocorrelation_length,mitochondria_spatial_polarization_score,mitochondria_radial_distribution_entropy,mitochondria_texture_anisotropy_glcm,mitochondria_clusteredness_by_nearest_neighbor,mitochondria_local_entropy_mean
old_20210423_dish2_c2_1_r1,Old,3568.2670959960938,398.0,980.5921131605444,0.0032463304373709,0.0029095453210175,0.0074496288838378,0.1411466759065509,0.0981274576225455,0.577168505325002,-0.0006810690974816,5.550435536558592,-0.165876135376335,0.8571428571428571,4.360332057253106,0.6545590162277222,0.74999999625,0.2033255623790901,6.539922165751233,0.335260816149747,24608.591796875,7.593658037490525,0.3542762663454768,1.3623745441436768,4.285374689091084,0.7994558995933575,-0.0411324566436628,0.0272479563290246,733.3355549588176,0.3044973611831665,0.908191624750355,0.0008897876910969,0.5714285714284898,0.0,0.2142857142857143,0.2894463411013804,0.0075354325050017,0.4104762424068173,-0.0359508824473449,0.478921764612004,0.2287116353199429,0.7292203022556722,4.725627077673353,0.0345533034976019,0.882684081291765,0.3067887621065469,0.579140732966971,3.5243663787841797
old_20210423_dish2_c2_2_r1,Old,2699.9830937255856,385.0,884.2789374817169,0.0067667098451653,0.0038514386396855,0.0095245029524632,0.2330693409534741,0.1109952795383152,0.7548650749233617,0.0043898904696106,5.148224106898403,0.7874322338419489,1.0,10.547379494205028,0.6666470766067505,0.0,0.1990652388682907,9.823772511500048,0.5976451401117207,23576.71875,7.38366302032609,0.3191964285709536,1.4177420139312744,4.384517548492584,1.063459585173612,-0.1590755596350554,0.0528052803537779,1080.430837627971,0.3499486744403839,0.907301370355771,0.0029072467402592,0.39999999999992,0.0,0.8999999999999998,0.2335160764557712,0.0043551963764369,0.3908810207402911,-0.3062394428640522,0.4600950583765582,0.2890293699096979,0.6488003651830817,4.592346727142502,0.0191340125172277,0.921362217415041,0.3381722674798755,0.5123813942258673,3.4746453762054443
old_20210423_dish2_c3_1_r1,Old,4202.428252148437,426.5,999.986910812834,0.0010814708002883,0.0065692933276295,0.0057593751748998,0.0858119489288347,0.0520294864964661,1.2352809449670796,-0.0012458771234378,6.492598303493306,0.9969673577224426,1.0,3.4021075267442096,0.6360563039779663,0.799999997799074,0.1969924798926372,15.624711596444094,0.4950468446825836,21455.833984375,7.5397938938741165,0.305234631293246,1.4947072267532349,4.506980321098492,0.972952603885149,-0.1468908562354849,0.0433436531165831,829.7122365290022,0.2749075293540954,0.937459849491786,0.0088605251492164,0.4999999999999583,0.0,0.4055944055944056,0.2998607242339832,0.0158239458998239,0.528425721558788,-0.213337037059672,0.5010511892697753,0.1941657609524615,0.7057661391463751,5.034906082187679,0.0213725675023102,0.9395803998034606,0.3621850303146525,0.5055985616690322,3.534273624420166
old_20210423_dish2_c3_2_r1,Old,3598.805905078125,250.0,161.90754233332575,0.0014483689390697,0.003357317764312,0.0295632267141387,0.1941965000027681,0.0583275896392388,0.5151743895028009,-0.2212383151054382,5.634109738427446,-0.1441443569539142,0.7857142857142857,5.9013760400027575,0.6266576647758484,0.7499999982361111,0.2112492476905835,23.225490574270236,0.7332463979879107,21936.435546875,7.519113411613854,0.4072121269179858,1.2104004621505735,4.271199933385461,0.9185678923098898,-0.1793359466985589,0.0288624787285866,94.3963808552244,0.2489919364452362,0.8983041107553482,0.0111183367562156,0.2142857142856989,0.0,0.2926294400025709,0.2822573110342894,0.006924708132543,0.6151875071046246,-0.2098325174636066,0.5458025361208709,0.3074734691738043,0.7427487144960322,4.680087746772821,0.041298441400041,0.8858912605457123,0.3068585277115656,0.5590877495715569,3.7052016258239746
old_20210423_dish2_c4_1_r1,Old,1687.451812060547,233.0,390.7374971027685,0.005214330819806,0.003142146859318,2.5465578659939757e-10,0.2045088189944189,0.0754346944039028,0.5623895901520547,-28.359952926635746,3.8727398272240814,1.5429714120591538,1.0,2.953633383961984,0.7078467011451721,0.7777777748611111,0.1720297258134214,21.60661053328804,0.2465103256400652,27135.177734375,7.4726562200279485,0.1608433734930069,1.436092972755432,4.42956790308391,0.870056006217864,-0.0159305530545955,0.0707070699928578,387.6640370013423,0.2560319900512695,1.0203588166465858,0.0066475320489115,0.3333333333332777,0.1666666663888888,-0.1428571428571428,0.2625665286812536,0.0230803573737494,0.56084579853282,-0.2017412242816798,0.3015181437681441,0.2790334393377457,0.6531379878637793,4.043715420188465,0.0879962150689993,0.929746073473804,0.31246769929345397,0.4311828235632408,3.6754186153411865
old_20210423_dish2_c4_2_r1,Old,3036.5707568847656,354.5,539.774498252247,0.008312595213989,0.003763732034713,0.0966343706595672,0.2065352399254741,0.0464329108555066,0.5781350775543441,-0.0013191597536206,7.420952757645232,0.943616482861606,0.9285714285714286,6.83966342319829,0.6322378516197205,0.5416666649305556,0.2218682410901657,5.828932541190186,0.5530209647283009,13775.4423828125,7.197395264148455,0.2758034610628277,1.3646948337554932,4.250636267956291,1.147507885035529,-0.3996473473894907,0.0538461537771203,286.91546541606556,0.4227131605148315,0.97661286590788,0.0132321205718306,0.4999999999999643,0.0,0.2263736263736263,0.2099481232834909,0.015926324028375,0.6387058827278455,-0.1056025720860086,0.5761443901477538,0.2120599733685127,0.7499032139421526,5.7943664324392845,0.0662301407786228,0.923625184636942,0.3241981635446075,0.4999813287562896,3.2341277599334717
old_20210423_dish2_c5_r1,Old,4370.241125537109,310.0,1493.4111137284394,0.0001181669935953,0.0066841086372733,0.0055841290419307,0.225477827638638,0.0527126358499478,0.4103746011986806,-0.0308540817350149,7.962704415894927,2.1987305649511093,0.8235294117647058,64.27172665164305,0.6553119421005249,0.6249999977083334,0.2742032027937057,14.145659706637066,0.4128958241881326,24730.48046875,7.628200698348497,0.3002270381835706,1.0948001146316528,4.421344425480621,0.8323881270872119,-0.1392041655886108,0.0116655865122063,641.5875876006519,0.5614774823188782,0.9722843798120294,0.0114500948614155,0.4117647058823288,0.0588235293771626,-0.2524509803921569,0.2917400384946148,0.0336043459013079,0.2542228579473659,-0.0229432189948354,0.6677086150758176,0.2502436313355683,0.7479384086141727,4.69479307178758,0.0416606833912669,0.89925721567617,0.3064146057245801,0.7622154848074801,3.548744201660156
old_20210423_dish2_c6_r1,Old,3493.8446299804687,440.0,811.3240679927201,0.0029171163561853,0.0023216656409204,0.0083546438984434,0.2302934497753062,0.048569373926885,0.6648358226846335,-0.0125734843313694,6.722390830523257,0.8551332295618389,0.9285714285714286,17.420434600603052,0.6840182542800903,0.5444444434265432,0.2554700216961654,6.056209026999586,0.5449386830139028,18603.390625,7.558819092345344,0.3358594270483545,1.3311362266540527,4.334049815493035,1.0325697738898372,-0.1691509003758191,0.05657237927359,354.45195748098485,0.6113200783729553,1.0202567386234258,0.0190246203695645,0.5714285714285307,0.0,-0.367032967032967,0.2931515848250944,0.022025960678407,0.3234259887820973,0.0086238107428001,0.5361050205845165,0.2093789377814403,0.6424254984248265,5.086900438869202,0.0422856667415633,0.951571836013809,0.317087281981132,0.6036902877208049,3.310879945755005
old_20210423_dish2_c7_r1,Old,3255.396508300781,339.5,1109.3912629876972,0.0047648216815752,0.0037367444019764,0.0966343706595672,0.2695455380301157,0.0445341309340468,0.7653869983459346,-0.1403122842311859,5.187260752720036,0.4237859237966184,1.0,6.965312956115371,0.6599770784378052,0.5388888882309854,0.196556101984891,7.332757487108343,0.4532974449044319,24692.373046875,7.376128544567887,0.278489548212706,1.3076295852661133,4.494013386713209,1.0338594406605952,-0.2838360327759783,0.042654028334943,995.6473602779596,0.3971541821956634,0.8027257155506848,0.0136260302704205,0.2857142857142653,0.071428571377551,0.0109890109890109,0.2845550086470666,0.0208875479066376,0.3240580400267373,-0.2339926155007982,0.5104488445038782,0.2358963970070057,0.6405435426976246,4.843346140708865,0.0728421630525549,0.9091845678524636,0.3122302622043841,0.482039170108733,3.575972318649292
old_20210423_dish2_c8_r1,Old,4753.574305224609,268.5,1173.418407893303,0.0005089812047122,0.0103147039189934,0.0966343706595672,0.2851854188957885,0.1094378984076543,0.256444877499679,-0.0018053340027108,7.198591579376721,0.7805981224026788,0.75,36.0575199327734,0.6378427147865295,0.0,0.240776810353574,12.666285614910205,0.3394550932315282,26034.65234375,7.597279839506039,0.3042499999998732,1.2019585371017456,4.461108430411368,0.8445146680596931,-0.1163140466779884,0.0240963855228141,586.5622599099205,0.4266727864742279,0.9321427913968336,0.0188600730435448,0.3749999999999531,0.0,0.5000000000000001,0.2926839412718878,0.003334803376244,0.236100404891152,-0.0153760243013789,0.6520078502687285,0.249928784352008,0.6989168783582647,4.967659130960896,0.0402903560825913,0.8616396738820672,0.3083194013328889,0.7096529313621223,3.5807430744171143
old_20210423_dish2_c9_r1,Old,3029.482075634766,561.5,1352.9283867489416,0.0006644883862666,0.0067380825057625,0.0966343706595672,0.2926961044308472,0.0489717383461028,1.0031328462347482,0.0002441855613142,5.17357313444502,0.501144869670295,1.0,3.520075809396672,0.6944000124931335,0.5060606053318181,0.1853557491586042,11.699813101547418,0.5676484513281438,28793.033203125,7.734610255254365,0.2351658997333068,1.2548381090164185,4.3188031178911785,0.8080887667714718,-0.1677847388331831,0.0393811532498155,1360.1370330423872,0.2947138845920563,0.933791810923614,0.0007356335543328,0.5833333333332847,0.0,0.4195804195804196,0.2852885073915116,0.0169414328109957,0.3775867784917979,0.1424601560782936,0.522930638163677,0.2075551167840777,0.7049709235667334,4.6626788115602995,0.0342046400966989,0.9576985096878904,0.3178352971977712,0.4724129130799587,3.647916316986084
old_20210423_dish3_c10_1_r1,Old,4265.963598339844,238.0,1438.1314327756877,0.0043321973764063,0.0088614085689187,0.0966343706595672,0.3375450796181445,0.1108442791359266,0.5260355059021773,0.004176674876362,4.761229808129065,-0.1089702073001289,0.3333333333333333,4.432912597997146,0.6229268312454224,0.0,0.1901886026864819,9.27839968913526,0.3636132845087684,24414.42578125,7.702281014931888,0.3575671852894518,1.3504953384399414,4.411461543101806,0.9255804475150096,-0.0833660055260081,0.0245098039015442,1148.112373408107,0.295313149690628,0.9935264602018584,0.019218117050578,0.3333333333332777,0.0,0.8116794499134278,0.2824341456543174,0.007074272421521,0.3576309476866652,-0.1516204232997743,0.4736550151779611,0.3195031967482883,0.612301931842665,4.550619848367252,0.0420168672872607,0.8997074157855937,0.3078251180849629,0.4264019154907841,3.72775936126709
old_20210423_dish3_c10_2_r1,Old,4043.397322412109,290.0,835.4796607782056,0.0008792006252093,0.0035184654407203,0.0073087877368482,0.2940031804120746,0.0624429226524241,0.7497864231925979,0.014589617960155,4.849000106994327,0.1964938790291108,1.0,6.703768415262557,0.5977940559387207,0.7083333304861111,0.209916476866089,14.260990648731978,0.3676313827079571,24121.732421875,7.500554697577238,0.2680705748429746,1.357383370399475,4.312173145259827,0.8714036729473755,-0.0989682095762085,0.0314341846140782,691.00422817912,0.4324701130390167,0.9643200881365304,0.0283584540661825,0.444444444444395,0.0,0.6333333333333333,0.2805243445692883,0.030695765366447,0.5312373116258329,-0.1781643921109394,0.4425654506268031,0.2661216312848746,0.8581809637976285,4.007066295032753,0.0210705724780541,0.9283742141158128,0.3276703786506297,0.458096697265619,3.762367248535156
old_20210423_dish3_c11_r1,Old,4015.3788609375,297.0,1411.6859537871712,0.0015541730250029,0.0049512591212987,0.0966343706595672,0.1974168964580671,0.0521156882838892,0.6119869356104377,0.001298010116443,5.7048084565566235,0.6073874476763659,0.6153846153846154,23.37987270100971,0.6548048853874207,0.7777777742592593,0.2607556479610636,5.883929139091674,0.461993846750334,25744.08984375,7.592868805774971,0.3547854785475759,1.309381365776062,4.436737643215393,0.916597738971006,-0.1294115151259582,0.043636363583471,886.2257476948009,0.5397228598594666,0.9946898982341292,0.0008659977028621,0.461538461538426,0.0,0.1648351648351648,0.2889787035597699,0.0458179735746807,0.4207981104376662,-0.4328133722479947,0.5734640034964761,0.2229975281685149,0.7280203179976771,4.704795751047871,0.0605392379277798,0.9209505043191694,0.3122644452487202,0.5192680764226727,3.824697494506836
old_20210423_dish3_c12_r1,Old,3203.6260419433593,373.0,706.3293895989237,0.0012953794990885,0.0060754944570362,0.0082988716393718,0.2957965433121656,0.0419123534386528,0.8816777763549071,-0.0143834855407476,4.625480944335898,1.140941447543823,1.0,5.308962318303164,0.6253794431686401,0.3611111097222222,0.2076531914555162,14.729168212519728,0.4898954115967568,29248.853515625,7.5654113671737235,0.3133693339876343,1.08305823802948,4.475216976356552,0.8796556150334093,-0.0611433987151309,0.0385674930598243,533.7006110363126,0.3798528015613556,0.9357425495133967,0.0096236926726461,0.5333333333332978,0.0666666666222222,0.3321428571428571,0.2814236250905869,0.0217686608838762,0.6053706815230037,0.1058463783863739,0.5672631270933096,0.2240358090914803,0.6495032770915913,4.40189024638725,0.0450760063272668,0.9597750499109348,0.313163852841423,0.5649907908059454,3.8100898265838623
old_20210423_dish3_c13_r1,Old,3868.239136083984,909.0,240.33567496736995,4.2082031907531746e-05,0.0006780816474929,0.0260098752544674,0.1306170384402554,0.0775160449748887,0.788880037021732,0.002548262476921,6.13038502056742,0.3452327777199205,1.0,38.05384183927147,0.6431904435157776,0.4999999992499999,0.2382427795767858,37.255270196241376,0.4914254425552493,26460.8671875,7.4925661874513825,0.3797581158492937,1.3352036476135254,4.469529084337103,0.8710571930224446,-0.0512837964095192,0.0218340610876985,235.909225448165,0.3559775650501251,0.990918551583678,0.0240764465069601,0.8571428571427346,0.0,0.0357142857142857,0.2841632347435417,0.0037309564939366,0.7524402737467489,-0.081546461894555,0.5079882351245727,0.162581892478007,0.6720153843826027,4.198432005588231,0.0289988989630395,0.8694424255407884,0.3061961317257285,0.5430634447674184,3.4885475635528564
old_20210423_dish3_c14_r1,Old,4225.620662402343,65.0,342.76024448357816,0.0002235115527533,0.0011723397765308,0.0152544810331061,0.2492084874606579,0.114945617104072,0.6201250909467111,0.0046452521346509,5.507943792548682,0.4522695201091891,0.4285714285714285,4.410471106080491,0.6197713613510132,0.0,0.1970566800936311,33.08343801570769,0.1834996596696072,32632.30859375,7.636740299050642,0.2142007813823438,1.3777226209640503,4.551535103457486,0.8072076071596392,-0.0485069132507742,0.0412698411388259,275.5165329342764,0.3212735950946808,0.919498155463316,0.0328315537495872,0.2857142857142449,0.0,0.5357142857142858,0.291462383770076,0.0077070570361779,0.3307348583967249,-0.1000031028879158,0.4593052112959269,0.3551019184305746,0.6725579398712601,4.163137763588341,0.0676013823641659,0.928339611222608,0.3181023293659081,0.5306462757328988,3.6941676139831543
old_20210423_dish3_c15_r1,Old,2767.876292138672,300.0,282.58210096955315,0.0002656847207979,0.0012898832792416,0.0123637703908855,0.3321287779927941,0.1263528904500962,0.4676323927507836,-0.0079211089760065,6.0208932046399175,1.3611020678844277,0.8,3.4692228471817557,0.6144116520881653,0.0,0.1953992456820827,24.991290419373247,0.2500807046305467,18110.34765625,7.552494835454524,0.2388842281874184,1.6848771572113037,4.464713983397637,0.9991492970176375,-0.1291323315276016,0.054945054743791,519.4699426367278,0.313295304775238,0.8052639797390728,0.0218308094729141,0.59999999999988,0.1999999996,0.8999999999999998,0.2709410548086866,0.0172650594715221,0.8606105702149212,-0.4198956956427215,0.4042085845344353,0.2710497101361061,0.8283093925578218,4.530410684734668,0.0417256360085581,0.9327865723383132,0.317221495840834,0.4985448793919838,3.471507787704468
old_20210423_dish3_c16_r1,Old,5717.73377109375,145.0,1896.2087707671812,0.0001363563697232,0.0144066717475652,0.0966343706595672,0.157527012580612,0.0705371597894509,0.2882713512869878,0.3618069887161255,5.418254599105682,1.1714468698702092,0.7692307692307693,13.312671755687594,0.6240547895431519,0.0,0.2432857338718685,16.596785656957614,0.2053841389400459,27822.86328125,7.600022487536967,0.3393434257523904,1.168783187866211,4.4805304736004175,0.913092902959415,-0.2791494830457635,0.0322234156474506,1246.8928782512323,0.4312787353992462,0.991694965104469,0.0053178311856672,0.153846153846142,0.0,0.4340659340659341,0.2912834359969622,0.0030935330905567,0.2815950144853034,-0.2569443217688883,0.5615638057878062,0.3012265431054144,0.7269146207769066,4.451856322379975,0.0396768437640698,0.8569098811461456,0.3129449357041891,0.668537871097476,3.672607421875
